str_no_string|NO STRING!
str_s47_also_the_roads_to_the_villages_of_s44_and_other_outlying_hamlets_are_considered_safe|{s47}同 样 ， 那 些 通 往 {s44}的 村 子 和 周 围 其 他 村 子 的 道 路 被 认 为 是 安 全 的 。 
str_however_the_roads_to_the_villages_of_s44_and_other_outlying_hamlets_are_considered_safe|不 过 ， 那 些 通 往 {s44}的 村 子 和 周 围 其 他 村 子 的 道 路 被 认 为 是 安 全 的 。 
str_we_have_shortages_of|我 们 缺 少 
str_we_have_adequate_stores_of_all_commodities|我 们 所 有 的 货 物 都 有 足 够 的 库 存 
str_s33_and_some_other_commodities|{s33}和 一 些 其 它 货 物 
str_the_roads_are_full_of_brigands_friend_but_that_name_in_particular_does_not_sound_familiar_good_hunting_to_you_nonetheless|虽 说 这 些 道 路 上 盗 贼 遍 地 ， 朋 友 ， 但 那 伙 家 伙 的 名 号 却 从 没 听 说 过 。 尽 管 如 此 ， 还 是 祝 你 马 到 成 功 。 
str_less_than_an_hour_ago|不 到 一 小 时 之 前 
str_maybe_reg3_hours_ago|也 许 {reg3}小 时 之 前 
str_reg3_days_ago|{reg3}天 之 前 
str_youre_in_luck_we_sighted_those_bastards_s16_near_s17_hurry_and_you_might_be_able_to_pick_up_their_trail_while_its_still_hot|你 运 气 不 错 。 我 们 在 靠 近 {s17}的 {s16}发 现 了 那 些 杂 碎 。 快 点 ， 没 准 你 还 能 逮 他 们 个 正 着 。 
str_you_speak_of_claims_to_the_throne_good_there_is_nothing_id_rather_do_than_fight_for_a_good_cause|你 声 称 王 位 应 属 于 你 。 不 错 。 师 出 有 名 是 再 好 不 过 了 。 
str_you_speak_of_claims_to_the_throne_well_there_is_nothing_id_rather_do_than_fight_for_a_good_cause_but_the_claim_you_make_seems_somewhat_weak|你 声 称 王 位 应 属 于 你 。 不 错 。 师 出 有 名 是 再 好 不 过 了 ， 不 过 你 的 主 张 看 上 去 是 那 么 的 虚 弱 无 力 。 
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_which_are_sometimes_trod_upon_in_these_sorry_days|我 很 高 兴 你 能 支 持 我 古 老 的 权 利 ， 它 们 在 过 往 的 悲 惨 岁 月 里 曾 被 无 情 践 踏 。 
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_but_sometimes_men_make_pledges_before_they_are_king_which_they_cannot_keep_once_they_take_the_throne|我 很 高 兴 你 能 支 持 我 古 老 的 权 利 。 不 过 很 多 时 候 ， 人 一 旦 登 上 宝 座 ， 就 会 背 弃 先 前 的 种 种 许 诺 。 
str_you_speak_of_protecting_the_commons_well_i_supposed_thats_good_but_sometimes_the_commons_overstep_their_boundaries_im_more_concerned_that_your_claim_be_legal_so_i_can_swing_my_sword_with_a_good_conscience|你 说 你 要 保 护 平 民 。 好 吧 ， 我 认 为 这 没 有 错 ， 但 是 那 些 平 民 有 时 候 自 己 逾 越 了 界 线 。 我 更 关 心 你 的 主 张 是 否 合 法 ， 只 有 那 样 我 才 能 凭 着 良 心 挥 剑 奋 战 。 
str_you_speak_of_giving_me_land_good_i_ask_for_no_more_than_my_due|你 说 要 给 我 土 地 。 很 好 。 我 只 要 我 应 得 的 那 一 份 。 
str_you_speak_of_giving_me_land_unfortunately_you_are_not_wellknown_for_rewarding_those_to_whom_you_have_made_such_offers|你 说 要 给 我 土 地 。 不 幸 的 是 ， 对 于 那 些 你 曾 经 如 此 许 诺 的 人 ， 你 好 像 并 不 乐 于 将 其 兑 现 。 
str_you_speak_of_unifying_calradia_well_i_believe_that_well_always_be_fighting__its_important_that_we_fight_for_a_rightful_cause|你 声 称 要 统 一 日 本 。 好 吧 ， 我 相 信 那 需 要 我 们 不 断 地 奋 战 ， 再 没 有 比 师 出 有 名 更 重 要 的 了 。 
str_you_talk_of_claims_to_the_throne_but_i_leave_bickering_about_legalities_to_the_lawyers_and_clerks|你 声 称 王 位 应 属 于 你 ， 不 过 我 向 来 把 这 类 关 于 法 理 的 争 辩 丢 给 那 些 讼 师 书 吏 处 理 。 
str_you_speak_of_ruling_justly_hah_ill_believe_theres_such_a_thing_as_a_just_king_when_i_see_one|你 说 你 将 会 公 正 地 进 行 统 治 。 哈 ！ 在 亲 眼 目 睹 之 前 ， 我 不 会 相 信 世 上 还 有 公 正 的 国 王 这 种 东 西 。 
str_you_spoke_of_protecting_the_rights_of_the_nobles_if_you_did_youd_be_the_first_king_to_do_so_in_a_very_long_time|你 曾 说 要 保 护 贵 族 的 权 利 。 如 果 你 真 这 么 做 了 ， 你 将 会 是 长 久 以 来 第 一 个 如 此 做 的 国 王 。 
str_you_speak_of_giving_me_land_ay_well_lets_see_if_you_deliver|你 说 要 给 我 土 地 。 这 我 赞 成 ， 好 吧 ， 让 我 们 来 看 看 你 会 不 会 信 守 承 诺 。 
str_you_speak_of_giving_me_land_bah_youre_not_known_for_delivering_on_your_pledges|你 说 要 给 我 土 地 。 省 省 吧 。 你 可 不 像 是 信 守 承 诺 的 人 。 
str_you_speak_of_unifying_calradia_well_youve_done_a_good_job_at_making_calradia_bend_its_knee_to_you_so_maybe_thats_not_just_talk|你 声 称 要 统 一 日 本 。 好 吧 ， 你 的 统 一 大 业 看 上 去 进 展 不 错 ， 所 以 那 可 能 不 止 是 说 说 而 已 。 
str_you_speak_of_unifying_calradia_id_be_impressed_if_i_thought_you_could_do_it_but_unfortunately_you_dont|你 声 称 要 统 一 日 本 。 如 果 我 认 为 你 可 以 做 到 的 话 ， 我 会 对 此 印 象 深 刻 。 但 不 幸 的 是 ， 我 认 为 你 做 不 到 。 
str_you_speak_of_claims_to_the_throne_well_any_peasant_can_claim_to_be_a_kings_bastard|你 声 称 王 位 应 属 于 你 。 好 吧 ， 任 何 一 个 农 民 都 可 以 宣 称 他 是 一 个 国 王 的 私 生 子 。 
str_well_its_a_fine_thing_to_court_the_commons_with_promises_but_what_do_you_have_to_offer_me|好 吧 ， 用 许 诺 来 讨 好 平 民 是 不 错 ， 但 是 你 能 给 我 什 么 ？ 
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected|你 说 你 将 会 保 护 领 主 的 权 利 。 这 会 是 一 个 很 好 的 变 化 ， 如 果 我 作 为 领 主 的 权 利 能 够 得 到 尊 重 的 话 。 
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected_however_it_is_easy_for_you_to_make_promises_while_you_are_weak_that_you_have_no_intention_of_keeping_when_you_are_strong|你 说 你 将 会 保 护 领 主 的 权 利 。 这 会 是 一 个 很 好 的 变 化 ， 如 果 我 作 为 领 主 的 权 利 能 够 得 到 尊 重 的 话 。 不 过 ， 在 弱 小 时 许 下 等 强 大 之 后 根 本 不 打 算 兑 现 的 承 诺 是 很 简 单 的 。 
str_you_speak_of_giving_me_land_well_my_family_is_of_ancient_and_noble_lineage_so_you_promise_me_no_more_than_my_due_still_your_gesture_is_appreciated|你 说 要 给 我 土 地 。 好 吧 ， 我 的 家 族 有 着 古 老 而 高 贵 的 血 统 ， 你 的 承 诺 无 法 给 予 我 更 多 的 东 西 。 不 过 ， 还 是 谢 谢 你 的 好 意 。 
str_you_speak_of_giving_me_land_well_you_make_that_pledge_but_i_am_not_impressed|你 说 要 给 我 土 地 。 好 吧 ， 你 愿 意 许 愿 就 许 好 了 ， 但 这 对 我 毫 无 影 响 。 
str_you_speak_of_unifying_calradia_well_much_of_this_land_now_bends_its_knee_to_you_so_perhaps_that_is_not_just_talk|你 声 称 要 统 一 日 本 。 好 吧 ， 看 上 去 大 半 个 日 本 都 已 臣 服 于 你 ， 所 以 那 可 能 不 止 是 说 说 而 已 。 
str_you_speak_of_unifying_calradia_but_right_now_yours_is_just_one_squabbling_faction_among_many|你 声 称 要 统 一 日 本 ， 但 目 前 为 止 ， 你 的 国 家 还 只 是 割 据 一 方 罢 了 。 
str_you_speak_of_claims_well_no_offense_but_a_claim_unsupported_by_might_rarely_prospers|你 声 称 王 位 应 属 于 你 。 好 吧 ， 我 无 意 冒 犯 ， 但 一 个 没 有 实 力 支 撑 的 主 张 通 常 是 很 难 实 现 的 。 
str_you_speak_of_protecting_the_commons_well_i_suppose_that_will_make_for_a_more_prosperous_realm_ive_always_tried_to_treat_my_peasants_decently_saves_going_to_bed_worrying_about_whether_youll_wake_up_with_the_roof_on_fire|你 说 你 要 保 护 平 民 。 很 好 ， 我 认 为 这 会 造 就 一 个 更 繁 荣 的 国 度 。 我 一 直 都 试 着 温 和 地 统 治 我 的 农 民 。 让 他 们 不 用 在 上 床 睡 觉 前 担 心 醒 来 的 时 候 会 不 会 看 见 屋 顶 正 在 燃 烧 。 
str_you_speak_of_protecting_the_commons_very_well_but_remember_that_peasants_are_more_likely_to_cause_trouble_if_you_make_promises_then_dont_deliver_than_if_you_never_made_the_promise_in_the_first_place|你 说 你 要 保 护 平 民 。 非 常 好 。 但 是 记 住 ， 比 起 从 不 许 诺 ， 出 尔 反 尔 会 让 农 民 们 更 容 易 闹 起 事 来 。 
str_you_speak_of_protecting_the_rights_of_lords_good_youd_be_well_advised_to_do_that__men_fight_better_for_a_king_wholl_respect_their_rights|你 说 你 将 会 保 护 领 主 的 权 利 。 这 很 好 。 这 对 你 来 说 实 在 是 很 出 色 的 建 议 ， 大 家 都 愿 意 为 一 个 尊 重 他 们 权 利 的 国 王 卖 命 。 
str_you_speak_of_protecting_the_rights_of_lords_very_well_but_remember__failing_to_keep_promises_which_you_made_while_scrambling_up_the_throne_is_the_quickest_way_to_topple_off_of_it_once_you_get_there|你 说 你 将 会 保 护 领 主 的 权 利 。 非 常 好 。 但 是 记 住 ， 登 上 王 位 之 后 就 食 言 是 自 取 灭 亡 的 最 快 办 法 。 
str_you_speak_of_giving_me_land_very_good_but_often_i_find_that_when_a_man_makes_too_many_promises_trying_to_get_to_the_top_he_has_trouble_keeping_them_once_he_reaches_it|你 说 会 封 给 我 土 地 。 多 谢 了 ， 不 过 一 个 为 了 自 己 的 前 程 而 对 别 人 许 下 过 多 美 好 承 诺 的 人 ， 在 达 到 目 的 后 总 是 难 以 将 他 的 承 诺 全 部 实 现 。 
str_you_speak_of_unifying_calradia_well_many_have_said_that_you_might_very_well_be_the_one_to_do_it|你 声 称 要 统 一 日 本 。 有 很 多 人 都 这 么 说 过 但 最 后 失 败 了 。 你 估 计 也 会 变 得 和 他 们 一 样 ， 
str_you_speak_of_unifying_calradia_well_all_the_kings_say_that_im_not_sure_that_you_will_succeed_while_they_fail|你 声 称 要 统 一 日 本 。 很 多 国 王 在 失 败 之 前 都 这 么 说 过 ， 我 不 认 为 你 和 他 们 有 所 不 同 。 
str_you_speak_of_claims_do_you_think_i_care_for_the_nattering_of_lawyers|说 起 你 的 要 求 ， 你 认 为 我 会 关 心 这 种 小 事 吗 ？ 
str_you_speak_of_protecting_the_commons_how_kind_of_you_i_shall_tell_my_swineherd_all_about_your_sweet_promises_no_doubt_he_will_become_your_most_faithful_vassal|你 说 你 要 保 护 那 些 人 民 ， 你 可 真 是 有 爱 呀 ！ 我 得 把 你 的 那 些 甜 言 蜜 语 告 诉 我 的 家 奴 ， 他 肯 定 会 死 心 塌 地 的 跟 着 你 混 的 。 
str_you_speak_of_protecing_the_rights_of_lords_such_sweet_words_but_ill_tell_you_this__the_only_rights_that_are_respected_in_this_world_are_the_rights_to_dominate_whoever_is_weaker_and_to_submit_to_whoever_is_stronger|你 想 保 护 那 些 腐 朽 贵 族 的 利 益 ， 不 错 不 错 ！ 不 过 我 告 诉 你 ， 在 这 个 弱 肉 强 食 的 世 界 上 光 有 血 统 是 没 有 任 何 意 义 的 ， 只 有 武 力 才 能 让 人 们 信 服 。 
str_you_speak_of_giving_me_land_yes_very_good__but_you_had_best_deliver|你 说 会 给 我 土 地 。 很 好 ， 不 过 你 最 好 别 食 言 。 
str_you_speak_of_giving_me_land_hah_perhaps_all_those_others_to_whom_you_promised_lands_will_simply_step_aside|你 说 会 给 我 土 地 。 呵 呵 ！ 那 么 其 他 那 些 被 你 承 诺 会 给 土 地 的 人 难 道 就 会 退 让 吗 ？ 
str_you_speak_of_unifying_calradia_you_may_indeed_humble_the_other_kings_of_this_land_and_in_that_case_i_would_hope_that_you_would_remember_me_as_your_faithful_servant|你 声 称 要 统 一 日 本 。 的 确 这 样 你 就 会 位 居 人 上 了 ， 不 过 我 希 望 你 能 一 直 记 得 身 为 你 忠 实 仆 人 的 我 。 
str_you_speak_of_unifying_calradia_but_you_are_weak_and_i_think_that_you_will_remain_weak|你 声 称 要 统 一 日 本 。 不 过 你 太 弱 小 了 ， 我 不 认 为 你 有 机 会 壮 大 。 
str_you_speak_of_claims_its_good_for_a_king_to_have_a_strong_claim_although_admittedly_im_more_concerned_that_he_rules_just_ly_than_with_legalities_anyway_your_claim_seems_wellfounded_to_me|说 起 你 的 王 位 主 张 ， 虽 然 老 实 说 我 认 为 应 该 依 靠 法 律 而 不 是 义 务 来 治 国 ， 不 过 有 一 个 牢 靠 的 王 位 主 张 是 好 事 。 总 之 ， 依 我 看 来 你 的 王 位 主 张 是 有 根 据 的 。 
str_you_speak_of_claims_but_your_claim_seems_a_bit_weak_to_me|说 起 你 的 王 位 主 张 ， 依 我 看 来 你 的 王 位 主 张 太 弱 了 。 
str_you_speak_of_protecting_the_commons_i_like_that_my_tenants_are_a_happy_lot_i_think_but_i_hear_of_others_in_other_estates_that_arent_so_fortunate|你 说 要 保 护 平 民 的 利 益 ， 我 对 此 赞 同 。 我 的 仆 人 们 会 很 高 兴 的 。 不 过 我 听 说 其 他 人 家 的 仆 人 就 没 那 么 幸 运 了 。 
str_you_speak_of_protecting_the_commons_im_glad_to_hear_you_say_that_but_do_me_a_favor__dont_promise_the_commons_anything_you_cant_deliver_thats_a_sure_way_to_get_them_to_rebel_and_it_breaks_my_heart_to_have_to_put_them_down|你 说 你 要 保 护 平 民 的 利 益 。 我 赞 同 你 的 主 意 ， 不 过 答 应 我 ， 千 万 别 对 那 些 平 民 们 承 诺 你 无 法 提 供 的 东 西 ， 那 肯 定 会 让 他 们 造 反 的 ， 然 后 我 还 得 废 好 大 功 夫 去 镇 压 他 们 。 
str_you_speak_of_protecting_the_rights_of_lords_well_very_good_i_suppose_but_you_know__we_lords_can_take_of_ourselves_its_the_common_folk_who_need_a_strong_king_to_look_out_for_them_to_my_mind|你 说 要 保 护 贵 族 的 利 益 。 不 错 ， 不 过 你 知 道 我 们 贵 族 们 有 能 力 照 看 好 自 己 。 那 些 平 民 才 需 要 一 个 强 有 力 的 国 王 去 照 顾 他 们 。 
str_you_speak_of_giving_me_land_its_kind_of_you_really_though_that_is_not_necessary|你 说 要 封 给 我 土 地 ， 太 好 了 ， 虽 然 我 倒 是 不 太 需 要 它 。 
str_you_speak_of_unifying_calradia_well_maybe_you_can_unite_this_land_by_the_sword_but_im_not_sure_that_this_will_make_you_a_good_ruler|你 声 称 要 统 一 日 本 。 或 许 你 能 用 剑 统 一 这 片 大 陆 ， 不 过 我 不 认 为 这 会 使 你 成 为 一 位 好 国 王 。 
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_and_yours_is_wellestablished|说 起 你 的 王 位 主 张 ， 一 位 国 王 必 须 有 强 力 的 合 法 王 位 主 张 来 统 治 他 的 王 国 。 你 的 王 位 主 张 则 是 被 大 家 认 同 的 。 
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_but_your_claim_is_not_so_strong|说 起 你 的 王 位 主 张 ， 一 位 国 王 必 须 有 强 力 的 合 法 王 位 主 张 来 统 治 他 的 王 国 。 但 你 的 王 位 主 张 还 不 够 强 。 
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|你 说 要 保 护 贵 族 的 利 益 ， 的 确 对 一 位 国 王 来 说 保 护 封 臣 是 很 重 要 的 责 任 ， 不 过 我 担 心 一 位 通 过 不 法 手 段 获 取 王 位 的 人 能 否 对 封 臣 们 保 持 公 平 。 
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|你 说 要 保 护 贵 族 的 利 益 ， 的 确 对 一 位 国 王 来 说 保 护 封 臣 是 很 重 要 的 责 任 ， 不 过 我 希 望 你 会 遵 守 你 的 诺 言 。 
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|你 说 要 保 护 平 民 的 利 益 ， 我 很 乐 意 为 一 位 能 保 护 他 的 人 民 的 国 王 效 劳 ， 不 过 我 担 心 一 位 通 过 不 法 手 段 获 取 王 位 的 人 能 否 对 平 民 们 保 持 公 平 。 
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|你 说 要 保 护 平 民 的 利 益 ， 我 很 乐 意 为 一 位 能 保 护 他 的 人 民 的 国 王 效 劳 ， 不 过 我 希 望 你 会 遵 守 你 的 诺 言 。 
str_i_am_not_swayed_by_promises_of_reward|我 才 不 会 因 为 虚 无 的 诺 言 而 动 摇 。 
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_to_the_realm_and_i_believe_that_you_are_strong_enough_to_do_so|你 声 称 要 统 一 日 本 。 为 大 家 带 来 和 平 是 好 事 ， 我 坚 信 你 有 这 个 能 力 。 
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_the_realm_but_with_your_kingdom_in_its_current_state_i_worry_that_you_are_just_bringing_more_discord|你 声 称 要 统 一 日 本 。 为 大 家 带 来 和 平 是 好 事 ， 但 是 以 你 的 国 家 现 在 的 状 况 我 不 认 为 你 能 完 成 它 。 
str_my_s11_s15|我 的 {s11}{s15}
str_my_s11_s18|我 的 {s11}{s18}
str_the_socalled_s11_s18|所 谓 的 {s11}{s18}
str_s18_would_cheat_me_of_my_inheritance_by_heaven_i_know_my_rights_and_im_not_going_to_back_down|{s18}想 要 骗 取 我 的 继 承 权 。 感 谢 上 帝 ， 我 了 解 我 的 权 利 ， 并 且 我 不 会 放 弃 。 
str_s18_once_questioned_my_honour_and_my_bravery_i_long_for_the_day_when_i_can_meet_him_in_battle_and_make_him_retract_his_statement|{s18}曾 质 疑 我 的 勇 气 与 荣 誉 ， 为 了 在 战 场 上 和 他 交 手 我 已 经 等 了 很 久 了 ， 我 会 让 他 后 悔 的 。 
str_s18_once_questioned_my_judgment_in_battle_by_heaven_would_he_have_us_shirk_our_duty_to_smite_our_sovereigns_foes|{s18}曾 质 疑 我 在 一 场 战 斗 中 的 判 断 ， 老 天 呀 ， 难 道 他 要 我 为 了 击 败 敌 人 而 逃 避 自 己 的 责 任 吗 ？ 
str_s18_seems_to_think_he_has_the_right_to_some_of_my_property_well_he_does_not|{s18}认 为 他 对 我 的 一 些 财 产 有 着 所 有 权 ， 哼 ， 没 门 儿 ！ 
str_s18_once_took_something_i_said_amiss_stubborn_bastard_wont_give_it_up_and_keeps_trying_to_get_me_to_recant_my_words|{s18}曾 经 抓 住 我 的 一 个 口 误 不 放 ， 总 是 要 我 公 开 承 认 错 误 。 
str_s18_is_a_crafty_weasel_and_i_dont_trust_him_one_bit|{s18}是 个 只 会 推 卸 责 任 的 狡 猾 家 伙 ， 我 一 点 儿 都 不 信 任 他 。 
str_s18_i_despite_him_he_puts_on_such_a_nauseating_display_of_virtue_and_thinks_nothing_of_insulting_his_betters|{s18}？ 我 很 鄙 视 他 。 他 总 是 不 顾 场 合 地 把 自 己 夸 大 ， 丝 毫 不 为 他 的 长 辈 着 想 。 
str_s18_entered_into_a_little_deal_with_me_and_is_now_trying_to_wriggle_out_of_it|{s18}曾 和 我 达 成 了 一 个 小 小 的 协 定 ， 不 过 他 现 在 正 想 方 设 法 地 回 避 它 。 
str_s18_once_ran_an_errand_for_me_and_now_thinks_i_owe_him_something_i_owe_his_ilk_nothing|{s18}曾 经 帮 我 办 过 事 ， 现 在 他 觉 得 我 是 欠 他 的 。 我 才 不 欠 他 什 么 呢 。 
